0,1,2,3,4,5,id
6.150825170852477e-13,6.461979194381954e-08,2.4656246408230085e-10,1.0871158665075226e-08,1.1235674788795587e-05,0.00031622281845561574,1814.0
1.4199755582687011e-06,7.961574812550008e-11,1.2829976832130572e-06,9.354994860888644e-08,7.835954639135495e-09,8.301421565167862e-10,1815.0
8.198091109782014e-08,2.4689155012088922e-11,1.6045394094741963e-06,0.00030210878699860565,6.961038347186118e-05,1.6212037494061794e-06,1816.0
1.8754794133465405e-08,1.2815931414562195e-09,8.9864294081606e-12,9.731521766648061e-05,2.8673451206724185e-11,2.750302322191837e-06,2092.0
2.2902701098871726e-05,1.2844125275475599e-05,2.280135179990709e-06,5.956562774053773e-06,3.014114401336302e-07,8.839497265082366e-07,2379.0
3.565062012966292e-09,5.272925742706376e-09,9.836753425978446e-08,1.99041203737881e-06,0.0009156158540436928,1.4903877859834158e-05,2388.0
6.14106322488185e-08,4.1165831662699867e-13,2.931845649923606e-07,7.838019420427547e-05,9.965783407479275e-05,1.1033841969574161e-06,2654.0
1.0177068431041474e-05,5.469612186350307e-06,1.8014616404839777e-13,2.9774775885290823e-07,1.2167400788029978e-11,9.774240938668214e-08,2655.0
1.2266237528495132e-05,7.554378280464541e-06,6.137111832844598e-11,1.3376669374355064e-06,4.742316781949102e-10,3.488393505003408e-07,2656.0
5.987691841165357e-09,0.00010253781502536305,3.7235355387905094e-07,4.613856228166384e-09,6.45351661519804e-11,5.357639206191733e-09,2658.0
4.599794888337257e-07,0.00025872458584535844,4.7261068342726326e-07,9.824731675258642e-07,4.0075175164886894e-08,7.726952552694022e-06,2660.0
3.053425390593953e-08,6.05569909886442e-09,1.4502645795838549e-11,7.436037807638644e-05,9.092047234687723e-10,2.710104118945798e-05,2663.0
2.669663883245634e-08,1.1906502315327674e-08,6.24889091839606e-11,0.0001615886868335412,6.799208173327779e-09,4.4953500295777924e-05,2664.0
1.2632610801653868e-08,7.130379769121706e-08,2.5793843018304063e-11,0.00011304334982819232,1.141226009139491e-08,4.637619645828614e-05,2668.0
1.107996768782068e-05,8.471286772350921e-06,3.414302107773035e-12,1.1764314334548468e-06,2.076843608070547e-10,4.444551914314044e-07,2927.0
1.2715703763756724e-05,1.3311004969029455e-06,1.1478101089016409e-08,0.0001838747655140233,2.7009055810326252e-06,1.1386025949388049e-05,2933.0
2.8577222794769352e-05,0.0005007569324354788,4.968596603899914e-06,6.396586088328769e-05,6.4119102107559015e-06,0.0005596411318697701,2936.0
4.628187534898676e-05,0.0002186548696160154,2.571352248889189e-08,3.4994473859220324e-06,5.337356123963049e-06,0.0011996281223197844,2937.0
1.0563746827936428e-05,1.565896884115879e-05,5.042841663846813e-09,1.6636470676795212e-05,5.427856205546941e-09,1.0265588739729408e-05,2938.0
1.4778049063745722e-08,3.3689987753000754e-08,2.819832423473046e-07,7.068849581176859e-05,0.0021328753914751104,5.2130325838046e-05,3215.0
6.742611985497806e-07,1.9594103139429315e-05,2.4735373522105577e-06,7.1426003235012695e-06,1.193223199223429e-05,0.00038694098023461316,3783.0
1.292217371822975e-05,2.150148985211305e-09,1.540053274173958e-07,2.376186603528998e-08,7.559748616823893e-09,5.075114612349699e-10,3784.0
1.2780859793812323e-05,4.978576200931593e-07,2.499720396811197e-17,3.50145914944553e-11,9.879633958373796e-16,4.831573620406062e-11,4066.0
1.3104992440336524e-12,2.0131389406139608e-07,5.29389246155473e-10,2.328764228473474e-08,1.0023477865191354e-05,0.0002815527984356559,4080.0
1.875479413347246e-08,1.2815931414559064e-09,8.98642940823402e-12,9.73152176664774e-05,2.8673451203528693e-11,2.75030232219771e-06,4350.0
1.875479413347246e-08,1.2815931414559064e-09,8.98642940823402e-12,9.73152176664774e-05,2.8673451203528693e-11,2.75030232219771e-06,4630.0
5.986386694904133e-08,2.165478996869398e-08,1.268171913320418e-10,0.00010812567973568061,2.750938436143298e-10,1.1270875884616817e-06,4803.0
1.4624887377689612e-12,1.3685320237082312e-07,2.8070645082640747e-10,3.768058022661449e-08,1.0422050524015335e-05,0.0002724699759987459,4899.0
1.3104992440336524e-12,2.0131389406139608e-07,5.29389246155473e-10,2.328764228473474e-08,1.0023477865191354e-05,0.0002815527984356559,5087.0
1.1499523077281752e-09,1.0399784659152466e-07,2.536065066401588e-11,1.4267326918681573e-05,2.4193288375494366e-07,0.00023463210279416259,5097.0
1.1499523077281752e-09,1.0399784659152466e-07,2.536065066401588e-11,1.4267326918681573e-05,2.4193288375494366e-07,0.00023463210279416259,5098.0
1.2989292444844353e-05,6.57164716654606e-07,2.2457227997976324e-15,4.22537595678087e-09,4.8252290959484836e-14,5.679093225115831e-10,5180.0
8.802729020609778e-05,6.235888372395282e-06,2.3942362979793045e-05,1.6525125331520083e-05,7.214964281272043e-07,1.461660582967069e-05,5201.0
6.043375428996839e-05,2.0036081773780146e-07,1.50961412967906e-05,2.458435658203312e-05,5.8491676372877134e-06,0.0002096473158385779,5202.0
1.0699376250263224e-05,1.2893608050505579e-15,9.15545017654665e-06,6.482837358408571e-07,1.698308270791677e-07,4.007663081990491e-10,5211.0
1.1512996878148323e-07,5.6998856066999745e-11,3.496023401092326e-08,0.00019949027493286237,5.824602044263069e-06,1.7336868057715563e-06,5213.0
3.612466972155065e-08,2.3723312862732097e-10,1.111988713379139e-08,0.00023822598910089407,5.135828871173974e-06,1.7637274290577982e-06,5214.0
1.0369583362912637e-05,2.8713532459649653e-16,7.474709772066666e-06,4.698545645556631e-08,4.839130785849542e-09,5.81771841480596e-12,5215.0
1.0513421117217192e-05,7.555804053293868e-17,6.5502993903811e-06,3.1805767292731894e-09,1.0306841347041902e-09,1.539754028772141e-14,5216.0
2.8474970095829613e-05,7.866024990766249e-08,1.7481041126984184e-06,0.00018513684900256527,1.2608977916323005e-05,3.475199775186758e-06,5358.0
3.612466972155065e-08,2.3723312862732097e-10,1.111988713379139e-08,0.00023822598910089407,5.135828871173974e-06,1.7637274290577982e-06,5378.0
1.027575853072617e-05,8.448442941518861e-06,1.0280081496471939e-12,4.0688709641230765e-07,5.5117297482234636e-11,1.2937074271355283e-07,5457.0
2.5667533721867156e-09,1.2471598120879807e-07,5.584666510342978e-11,1.4357252004796791e-05,2.1984985309332238e-07,0.0002425136632682163,5470.0
1.3755844724436568e-05,9.391140844127026e-06,3.175445188819795e-12,8.410565446077636e-08,1.355240893735976e-11,9.97887780187372e-09,5472.0
2.1010571431670105e-06,2.0790963330285722e-07,3.866886729515845e-06,1.602572049315292e-05,1.4985378107467517e-05,0.0006496826020642331,5493.0
8.053532661035239e-09,0.00026630606965614897,5.405165198868923e-06,1.2953267589880737e-06,2.442084969109231e-07,2.8948767341231254e-05,5495.0
1.657204044837434e-06,0.00023477485176501883,8.982318929810958e-06,1.349920955867761e-05,0.0002677064405797319,3.2643031470651516e-05,5751.0
3.18344518553703e-05,8.784850253989686e-09,4.89761909369033e-07,1.4830556192939879e-06,3.362200773495298e-08,1.4356350752970518e-08,5752.0
3.8936796359971996e-11,4.660726980539146e-10,1.9225812954590446e-09,3.5731708071603265e-07,0.0009221458845930652,2.217763661825477e-06,5759.0
2.0716187710688468e-08,7.138670199880702e-09,1.0165944680633392e-11,0.00011790748629230586,9.698153121682668e-11,2.1277900177847175e-06,5761.0
3.18344518553703e-05,8.784850253989686e-09,4.89761909369033e-07,1.4830556192939879e-06,3.362200773495298e-08,1.4356350752970518e-08,5764.0
9.215979842851351e-05,3.6818627399554035e-06,5.581682438508966e-05,1.640195353881483e-05,5.353367201878726e-05,1.1824067194199341e-05,5773.0
